Fe,C,O,Mg,Si,Ca,Ti,S,f_ra,f_dec,f_x,f_y,f_z,f_dist,f_disk_num,f_spec,f_spec_num,f_vmag,f_bv,f_u,f_v,f_w,f_teff,f_logg,f_name_class
0.2,,,0.38,0.27,0.23,0.2,0.55,282.9,52.98,-23.04,-3.54,10.74,25.67,1,2,29,5.51,0.84,-31.2,-2.5,14.6,5230,3.55,0
-0.45,,,-0.09,-0.17,-0.21,-0.12,,183.88,-41.91,5.47,-58.24,107.54,122.42,1,1,10,6.23,1,-129.7,-140.6,-115.7,4806,2.52,0
0.31,0.32,0,,,,,,282.91,60.43,-63.97,-10.68,-59.68,88.13,1,2,20,8.32,0.6,14.2,-17,-14,,,0
-0.19,-0.09,,-0.12,-0.17,-0.12,-0.12,,183.9,-48.42,2,-16.68,58.75,61.1,1,2,25,8.93,0.67,-97.6,-15.8,11.7,5643.5,4.37,0
-0.14,0.12,-0.18,-0.01,-0.14,-0.02,-0.03,-0.06,282.95,3.03,-26.65,-5.64,3.03,27.41,1,2,25,7.51,0.7,-3.9,-24,-8.3,5658,,0
-0.17,,,-0.08,-0.16,-0.09,-0.12,-0.24,183.95,35.25,11.62,-67.07,-56.1,88.21,1,2,20,9.13,0.56,24.2,-6.5,-35,5981,,0
0.2,0.1,0.32,0.22,0.23,0.14,0.18,0.16,282.98,-28.2,-98.62,-23.31,-7.52,101.61,0,2,23,8.68,0.69,9999,9999,9999,,,0
0.01,-0.38,-0.2,0.16,0.1,0.16,0.01,0.36,86.04,61.48,-9.9,-26.42,-128.91,131.96,1,2,25,6.17,0.9,2.5,2.6,-6,5123,2.98,0
-0.06,-0.04,-0.04,0.03,-0.07,-0.02,-0.03,-0.12,86.07,-10.02,9.88,29.77,21.09,37.8,1,2,21,7.12,0.64,-7.8,-42.4,-11.1,5848.5,4.34,0
0.15,,,,0.19,0.14,0.54,0.17,184.03,25.76,-20.63,80.24,60.11,102.35,1,3,35,8.08,0.41,-2.7,-6.3,1,6709,4.43,0
0.27,0.38,0.09,0.22,0.26,0.27,0.27,0.29,312.44,25.77,-5.94,-40.72,30.52,51.23,1,2,20,7.67,0.6,-19,-16.3,-10.9,6088,,0
-0.03,-0.01,0.05,-0.01,-0.01,0.07,0.02,-0.16,86.12,-22.45,2.2,7.7,3.94,8.93,1,3,36,3.6,0.48,18.1,4.3,-11.8,6349.1,4.33,0
0.04,0.15,0,0.07,0.04,0.1,0.07,-0.03,86.12,-20.13,-2.07,-7.31,-25.12,26.24,1,3,38,6.35,0.58,-28.5,-21.1,-15.6,6048,4.38,0
-0.18,-0.21,-0.04,-0.08,-0.23,-0.12,-0.18,,283.07,43.71,76.5,25.81,-22.55,83.82,1,3,36,7.42,0.5,2.2,-8.6,7.6,6291.3,4.19,0
-0.6,-0.15,-0.17,-0.27,-0.41,-0.4,-0.25,,86.13,-70.14,-3.51,-13.16,-22.61,26.4,1,1,10,8.07,0.76,-147.7,-12,-52.6,5201.2,4.53,0
-0.09,-0.16,-0.04,0.03,0.09,-0.09,-0.02,0.58,184.13,33.06,2.43,-6.83,96.72,96.99,1,1,10,4.94,1.14,9,-58.5,-38.2,4543,2.58,0
0.25,0.25,0.13,0.31,0.24,0.25,0.21,0.32,86.16,-29.92,-1.17,-4.98,71.36,71.54,1,2,23,8.25,0.67,58.9,-9.4,-13.1,5864,,0
-0.23,0.11,,-0.02,-0.09,-0.17,-0.03,0.09,283.14,-36.58,32.79,13.58,72.38,80.61,1,2,23,8.55,0.63,-65.9,-31.3,5.4,5709.5,,0
-0.12,,,-0.07,-0.09,-0.07,-0.07,,283.17,-52.11,-19.96,-8.96,-78.71,81.69,1,2,28,5.19,0.96,-57.5,-16.5,-8.4,4940.3,2.73,0
-0.03,,-1.57,-1.52,,,-1.58,,86.24,9.24,3.44,21.74,4.06,22.39,0,3,38,11.35,0.7,9999,9999,9999,,,0
0.3,0.27,,0.24,0.28,0.19,0.29,0.26,86.25,-35.8,3.74,26.02,76.7,81.08,1,2,26,9.39,0.7,3.5,-8.6,12.3,5652.5,,0
-0.2,-0.41,0.28,1.1,0,-0.18,0.64,,86.26,4.01,4.45,32.41,-38.51,50.53,1,3,32,6.11,0.32,-9.5,-8.4,-3.8,7045,,0
-0.8,-0.57,-0.28,-0.47,-0.55,-0.51,-0.63,,86.29,-26.99,1.99,19.11,-64.78,67.57,1,3,39,8.25,0.54,-175.7,-74.7,-75.4,5869.4,4.12,0
-0.27,,,-0.03,-0.19,-0.11,-0.08,-0.09,283.25,37.32,74.12,40.79,-33.94,91.16,1,3,35,7.98,0.49,-20.2,-21.2,-5.2,6339,,0
0.06,-0.28,-0.13,0.1,0.12,0.13,0.02,0.44,283.31,50.71,106.86,67.46,59.92,139.86,1,2,27,4.92,0.9,15.9,7.4,-2.2,5040,2.97,0
-0.21,-0.39,,-0.29,-0.32,-0.17,0.04,,184.38,-24.02,-8.75,12.78,31.53,35.13,0,1,15,10.1,1.16,9999,9999,9999,4590,4.4,0
0.13,0.14,0.11,0.16,0.15,0.07,0.15,0.1,184.38,-48.93,-5.09,7.45,38.37,39.42,1,3,38,6.82,0.57,-23.4,-61.6,-5.5,6102,,0
-0.29,,,-0.2,-0.21,-0.26,-0.19,,86.37,52.16,0.29,15,44.56,47.02,1,2,20,6.86,0.64,-72.9,-18.9,10.8,5699.5,4.07,0
0.13,0.14,0.11,0.09,0.09,0.1,0.07,,283.41,37.99,40.54,31.82,15.16,53.72,1,2,20,7.89,0.67,-2.4,-70.2,-15.7,5801.2,4.25,0
0.05,0,0.04,,,,,,184.46,15.02,55.27,-68.54,72.49,114.05,1,3,38,8.36,0.53,-57.8,-30.3,-1,,,0
0.29,0.29,0.27,0.38,0.31,0.3,0.29,0.39,184.49,-35.83,15.44,-18.19,78.05,81.62,0,2,26,8.48,0.76,9999,9999,9999,5509.5,,0
0.23,0.37,0.16,0.32,0.32,0.22,0.35,0.89,283.49,-54.91,-1.84,-1.7,34.98,35.06,1,1,12,8.39,0.88,-77.4,0.2,7.8,5198.3,4.4,0
-0.03,0.05,0.07,0.12,0.03,0.07,0.12,0.44,86.51,37.28,2.17,-18.98,-8.41,20.87,1,1,10,7.36,0.83,21.2,-74.5,13.8,5199.7,4.41,0
0.02,-0.1,-0.03,0.1,0.07,0.17,0.15,0.15,184.52,18.44,-65.59,72.69,-43.08,106.97,1,3,36,7.58,0.53,-5.8,-2.7,-25.6,6347,,0
0.02,-0.08,-0.07,-0.1,-0.05,0.03,-0.01,,86.55,78.26,-5.15,32.75,9.66,34.53,1,2,20,8.2,0.72,16.3,2.7,-7.2,5523,4.58,0
-0.15,,-0.08,,,,,,283.56,27.91,-81.79,-86.24,45.39,127.23,1,1,14,5.64,1.36,38.6,-5.4,-9.4,,,0
-0.17,-0.12,-0.06,-0.12,-0.2,-0.12,-0.24,,283.56,41.23,-70.32,-74.84,-41.62,110.81,1,3,35,7.33,0.51,-29.1,-31.7,-29.4,6314.7,3.7,0
0.05,,-0.06,,-0.01,,,,86.61,-46.6,-25.45,113.66,-67.73,134.74,1,1,10,5.3,1.04,-13.3,-9.7,1.3,5120,2.81,0
0.06,0.12,0,0.08,0.07,0.1,0.06,0.01,86.62,-53.22,-6.12,27,-5.26,28.18,1,2,20,6.63,0.59,19.5,-0.2,5.9,5997,4.38,0
-0.62,-0.44,-0.13,-0.3,-0.41,-0.4,-0.43,,283.6,-4.61,-5.16,-5.91,72.86,73.28,1,2,25,9.03,0.59,87.7,-114.9,-25.6,5742.5,4.3,0
0.04,-0.21,,0.12,0.21,0.01,-0.01,0.81,283.6,71.3,-39.68,-45.73,86.38,105.48,1,1,10,4.83,1.15,-24,-6.4,-23.4,4537.5,2.55,0
0.3,0.11,,0.25,0.26,0.27,0.3,0.23,184.62,-42.43,-0.56,0.5,47.13,47.14,1,2,28,8.76,0.84,19.8,-22.6,-15.8,5410,,0
-0.35,-0.16,-0.14,-0.26,-0.29,-0.28,-0.31,-0.16,184.63,-8.9,45.73,-40.12,-34.86,70.11,1,2,20,7.49,0.59,1.3,-16.1,-22,5918.3,3.9,0
0.41,0.4,0.31,0.44,0.38,0.34,0.38,0.43,86.65,1.17,3.83,-14.91,36.14,39.28,1,2,28,5.94,0.77,-14.6,-24.2,-31.9,5610.9,3.89,1
-0.12,-0.28,,-0.14,-0.09,0.02,0,-0.32,184.65,23.12,27.84,-23.6,-77.15,85.35,1,3,38,8.7,0.52,-2.3,-5.5,-2,6144.7,4.29,0
0.02,,,-0.07,0.02,0.11,0.07,0.06,86.68,-21.83,-17.14,58.95,-10.18,62.23,0,2,20,8.61,0.59,9999,9999,9999,,,0
0.16,-0.01,0.01,0.09,-0.01,0.15,0.08,,86.69,11.05,1.77,-5.88,-111.69,111.86,1,2,25,7.6,0.72,-64.2,-55.2,0.4,,,0
0.28,0.26,,,,,,,184.69,19.17,-59.33,46.2,24.8,79.18,1,2,20,8.04,0.57,-24.9,-24.6,3.1,6073.5,,0
-0.07,-0.3,-0.18,-0.05,-0.01,-0.04,-0.09,0.24,86.72,9.52,-29.58,88.25,-9.11,93.53,1,2,24,5.79,0.89,33.3,-7.8,-21.8,5089,3,0
-0.22,-0.12,-0.1,-0.14,-0.18,-0.07,-0.11,,86.72,-28.89,-13.8,40.89,30.54,52.87,1,3,37,7.54,0.55,29.1,4.3,-16.7,6083.7,4.37,0
-0.12,,,,,,,,283.69,22.65,-67.4,-93.01,-88.03,144.72,1,2,28,4.57,0.78,-12.8,-13.8,-6,,,0
-0.47,-0.41,-0.31,-0.4,-0.42,-0.4,-0.38,-0.31,184.74,-45.88,14.72,-10.48,-53.03,56.02,1,2,25,9.13,0.65,7.4,-16.3,-7.1,5580.5,4.54,0
0.13,-0.12,0.04,0.04,0.22,0.12,0.1,0.59,283.72,41.6,-33.06,-48.66,-56.14,81.32,1,1,10,5.44,1.03,-2.1,-8.4,-2.5,4801.3,2.82,0
0.23,,,-0.01,0.23,0.24,0.91,0.5,283.73,1.12,19.88,29.84,74.37,82.56,1,3,33,7.36,0.36,4.2,-15.5,0.2,7003,,0
0.22,0.23,-0.01,0.13,0.25,0.16,0.19,0.05,86.78,-10.63,-8.32,20.7,58.32,62.45,1,3,38,7.98,0.58,-17.8,-20.1,-10.7,6159.5,,0
0.01,-0.01,0.04,-0.05,-0.05,0.08,0,-0.17,184.78,16.55,15.36,-9.99,-20.45,27.46,1,2,22,7.01,0.6,-10,-28,-3.9,5864,4.47,0
-0.14,-0.1,-0.16,-0.15,0.25,-0.1,-0.07,1.03,283.78,-22.67,-33.25,-56.18,52.81,83.96,1,1,13,4.98,1.35,-111.9,-16.4,-19.8,4253.8,1.03,0
0.32,0.34,0.19,0.35,0.32,0.32,0.33,0.24,184.81,-3.32,41.47,-25.3,8.75,49.36,1,2,25,8.02,0.71,-1.9,-27.1,14,5777.1,4.38,1
0.01,0.1,,-0.08,-0.04,-0.02,0.08,-0.1,283.83,-37.5,11.08,20.98,4.83,24.21,1,1,11,7.95,0.86,-30.6,-31.5,-22.2,5096.5,,0
0.39,0.4,0.22,0.3,0.32,0.29,0.26,,184.85,39.62,21.17,-11.58,65.13,69.45,1,2,22,8.38,0.67,-41.4,-17.6,-1.6,,,0
0.35,0.26,0.19,0.32,0.3,0.29,0.23,0.29,184.86,-26.11,-42.2,22.51,-70.49,85.18,1,2,23,8.4,0.74,51,-39.4,-3.4,5729,,0
0.26,-0.21,0.46,0.34,0.27,0.33,0.32,0.26,184.87,28.16,41.93,-21.88,5.58,47.62,1,3,38,6.33,0.52,-28.7,-53.4,-15.3,6280.1,4.15,0
-0.12,-0.25,-0.11,-0.03,-0.03,-0.14,-0.14,0.44,283.86,6.62,36.27,75.14,28.78,88.26,1,1,10,5.58,1.04,37.2,-6.2,-22.8,4660,2.84,0
-0.06,,-0.11,0.09,-0.08,-0.03,-0.08,,283.88,-43.7,33.75,72,22.81,82.72,1,2,20,8.31,0.62,30.1,-49.9,69.7,5883,3.87,0
0.25,0.14,,0.1,0.07,0.21,0.07,,283.88,-16.38,-10.34,-22.26,19.4,31.29,1,3,35,5.56,0.45,-34.6,-39.9,-1.9,6539.4,4.14,0
-0.03,-0.19,-0.04,0.02,-0.06,-0.01,0.02,0.31,283.92,4.27,-21.43,-51.58,-116.49,129.19,1,2,26,8,0.87,45.5,-27.1,-20,5036.8,3.46,1
0.22,0.18,,,,,,,86.96,46.98,-42.34,66.93,11.2,79.98,1,3,38,8.22,0.59,-28.7,-0.6,-48.9,6050.5,,0
0.15,-0.09,-0.1,0.44,0.33,0.22,0.15,1.04,283.96,-0.74,30.51,83.65,-81.22,120.52,1,1,12,7.39,1.2,5.4,-45,-33.6,,,0
0.35,,,0.49,0.27,0.39,0.39,,283.97,-5.75,9.46,26.44,16.76,32.7,1,2,26,7.46,0.75,-26.3,-91.1,4.7,5645,4.58,0
0.01,0.15,0.21,-0.09,-0.04,0.06,0.04,,283.97,23.56,-0.04,-0.11,-21.4,21.39,1,1,10,8.02,0.91,24.7,-0.1,-22.3,5030,4.5,0
0.34,0.17,0.08,0.24,0.23,0.24,0.29,,87,-8.33,-23.6,34.29,-81.19,91.23,1,2,28,8.27,0.87,39.5,4,-26.4,5277,3.9,1
0.35,0.27,0.26,0.26,0.26,0.32,0.28,,283.98,41.52,-25.43,-72.86,-62.55,99.34,1,2,25,9.12,0.79,-51.4,-27.8,5.2,,,0
-0.08,,,,-0.04,,-0.06,,284,-25.05,12.62,39.08,3.58,41.23,1,2,20,7.38,0.57,0,15.5,-2.9,6109.5,4.31,0
0.13,-0.06,0.06,0.23,0.21,0.05,0.11,0.82,284.03,18.11,18.66,62.83,-60.35,89.09,1,1,11,5.71,1.09,85.1,-10.8,-6.6,4688,2.55,0
-0.41,-0.33,-0.05,-0.01,0,-0.23,-0.25,0.42,185.09,3.31,96.9,-26.46,-17.34,101.93,1,1,11,4.96,1.17,-96,-100.7,5.8,4411.6,2.2,0
-0.01,0.01,-0.08,-0.03,-0.05,0.04,-0.02,,87.08,-24.46,22.23,-26.94,27.61,44.52,1,2,21,7.8,0.57,4.2,-2.7,-9,6038.3,4.55,0
0.12,0.04,-0.04,0.25,0.03,0.13,0.09,,284.09,45.51,0.91,3.95,105.63,105.71,0,2,20,9.29,0.53,9999,9999,9999,6114,4.43,0
0.16,0.07,0.16,0.2,0.04,0.22,0.11,,284.09,45.51,1.03,4.57,101.76,101.87,1,3,38,8.33,0.49,-37.8,-18.8,-10.5,6402.5,4.21,0
0.11,0.26,,,,,,,87.12,52.54,-48.93,54.66,85.74,112.84,1,2,20,9.19,0.55,-35.6,-14,-0.1,,,0
0.07,-0.16,-0.08,0.16,0.13,0.09,0.05,0.59,284.11,65.26,-14.2,-67.63,60.05,91.55,1,2,28,5.63,0.94,15.4,-7.6,0.6,5049.3,2.94,0
-0.27,-0.41,-0.16,-0.21,-0.1,-0.24,-0.28,0.21,185.18,17.79,-44.99,7.94,-80.9,92.91,1,1,10,4.74,1.01,-59.7,1.2,43.5,4736.2,2.76,1
-0.19,-0.15,-0.18,-0.14,-0.2,-0.14,-0.12,-0.19,87.15,-4.09,-6.03,6.45,12.43,15.24,1,2,22,5.97,0.64,-17.4,-28.9,-12,5730.8,4.48,0
-0.52,,-0.18,-0.26,-0.41,-0.35,-0.32,,284.12,-43.35,15.43,76.84,57.32,97.1,1,2,20,9.14,0.58,-94.3,-77.1,33.7,5850,4.25,0
0.01,,0.09,-0.13,-0.08,0.05,0.19,,185.2,-19.9,-14.55,2.33,-25.48,29.43,0,1,13,8.99,1.01,9999,9999,9999,,,0
0.09,-0.06,,,0.01,0.06,0.12,0.03,87.15,-39.93,-17.97,18.92,-33.48,42.44,1,1,10,8.86,0.86,-16.7,-7,2.7,5257,,0
-0.13,-0.51,-0.16,-0.04,0,-0.07,-0.11,0.38,185.2,15.54,117.6,-17.89,20.05,120.63,1,1,10,6.47,1.03,-24.6,-6.3,-27.3,,,0
-0.05,0.07,0.08,0.01,-0.16,0.03,-0.05,,284.15,47.66,-13.92,-85.46,-51.03,100.5,0,3,38,8.68,0.52,9999,9999,9999,6155,4.28,0
-0.02,,,0.11,-0.04,0.17,0.03,0,284.15,4.27,-1.82,-11.35,-23.97,26.58,1,2,21,6.71,0.58,14,-1.3,-4.6,6082.7,4.52,0
0.1,-0.08,0.01,0.15,0.24,0.09,0.13,0.69,284.16,28.2,-18.11,-115.21,8.81,116.96,1,1,12,6.96,1.11,-45.6,-15,2.5,,,0
0.06,-0.18,-0.01,0.21,0.15,0.06,0.08,0.75,185.23,-13.57,-34.08,4.17,-53.39,63.48,1,1,10,5.15,1.05,0.9,-7.5,12.2,4730,2.86,0
0.14,-0.12,-0.08,0.37,0.37,0.18,0.15,1.06,284.19,57.81,3.2,25.19,80.78,84.67,1,1,11,5.68,1.16,24.4,-37.4,-11.4,4564,2.25,0
0.27,0.28,0.09,0.36,0.3,0.24,0.25,0.1,284.21,68.29,3.19,29.2,-31.65,43.18,1,2,25,7.62,0.68,9.3,-24.7,12.7,5861.7,4.31,0
0.43,,,,0.51,0.48,0.73,1.24,284.24,2.46,-6.49,-89.7,72.71,115.65,1,3,37,7.66,0.54,-31.9,-20.4,-17.6,6498,,0
-0.04,0.07,,0.08,-0.08,0.1,0.12,-0.05,284.26,32.9,0.07,1.27,14.82,14.87,1,3,39,5.25,0.59,-15,-38,-27.2,5974.2,4.59,0
-0.09,-0.29,-0.09,0.05,0.04,-0.03,-0.1,0.37,87.29,39.18,4.44,-3.53,63.66,63.91,1,2,29,4.5,0.95,17.5,-4.8,-13.1,4929.3,2.83,0
0.45,,,0.45,0.38,0.36,0.37,,87.32,-37.51,48.15,-36.29,11.33,61.35,1,1,10,8.93,0.81,-11.6,-70,24.8,5406,4.25,0
-0.18,-0.58,-0.59,0.01,-0.09,-0.06,0.08,,185.34,-60.4,48.1,-0.67,41.42,63.48,1,1,13,3.59,1.39,-55.3,-24.6,23.6,4221,1.85,0
-0.59,-0.21,-0.26,-0.32,-0.43,-0.42,-0.42,,185.37,61.75,-19.09,-0.25,-36.12,40.85,1,2,22,8.2,0.62,-2.2,-101.5,-44.4,5617.4,4.43,0
0.13,-0.26,-0.12,0.25,0.19,0.23,0.14,0.32,87.4,-14.48,-27.87,17.57,-91.24,97.01,1,2,28,5.49,0.87,13.3,-5.8,-13.3,5069.3,2.8,0
0.15,0.09,0.01,0.15,0.08,0.09,0.12,,185.44,-61.54,-17.55,-1.43,61.75,64.21,1,3,38,7.92,0.57,-32,-98.5,-23.9,6139.5,4.2,0
0.11,0.02,0.12,-0.7,0.28,0.18,0.32,0.22,185.44,21.87,128.76,10.85,15.37,130.12,1,3,36,7.42,0.54,-4.1,4.2,-5.9,6269,,0
-0.11,-0.22,-0.15,0.07,-0.05,-0.08,-0.1,0.38,312.67,-12.54,7.34,-85.55,1.84,85.89,1,1,11,5.88,1.08,-53.2,-43.6,-22.6,4597.5,2.54,0
-0.34,-0.1,-0.1,-0.34,-0.23,-0.35,-0.41,-0.07,284.35,64.83,1.5,-44.28,97.13,106.76,1,2,20,8.21,0.52,49.8,4.8,-1.9,6099,3.84,0
0.02,,,-0.02,0.06,0.09,0.22,0.03,185.48,27.31,55.97,7.32,81.46,99.11,1,3,36,8.5,0.46,-1.6,-6.4,-1.2,6428.2,4.47,0
0.27,0.04,0.05,0.45,0.39,0.21,0.3,1.07,185.48,47.18,97.81,12.83,-5.76,98.82,1,1,12,6.33,1.12,-15.8,-24.2,-7.1,,,0
0.11,0.01,0.02,,0.08,0.16,0.21,-0.04,185.51,34.26,58.98,9.31,18.59,62.54,0,2,25,8.79,0.63,9999,9999,9999,5829,4.46,0
0.02,-0.28,-0.18,0.22,0.2,0.04,-0.04,0.37,284.43,-21.11,6.45,-54.25,-66.7,86.22,1,2,28,3.51,1.15,-23.1,-4,-15.1,4577.5,2.31,0
-0.56,,-0.22,-0.42,-0.28,-0.57,-0.53,,185.55,73.25,22.76,4.5,-35.5,42.41,1,2,27,8,0.74,-47.2,-79,-105.1,5292.4,4.53,0
-0.29,-0.28,-0.14,-0.25,-0.33,-0.25,-0.33,,284.51,47.19,9.84,-48.45,-3.37,49.55,1,2,20,8.1,0.61,-6.6,-31.4,-0.4,5806.5,4.45,0
-0.14,-0.13,-0.03,-0.1,-0.17,-0.12,-0.11,-0.05,87.61,-43.7,45.2,-16.53,13.98,50.12,1,2,26,8.7,0.68,-57,-17.7,0,5672,4.52,0
0.34,-0.9,-0.15,0.17,0.06,0.34,0.56,-0.22,185.63,25.85,-61.3,-17.12,55.08,84.17,1,3,35,4.81,0.52,-2.2,-6.5,0.4,5779.5,3.04,0
0.14,0.24,-0.02,0.13,0.13,0.17,0.23,0.02,185.63,5.31,-16.1,-4.62,-24.84,29.96,1,3,38,6.46,0.57,-16.4,-19.3,-1,6103.2,4.3,0
0.05,,0.03,,,,,,185.67,5.91,-51.24,-16.81,-20.81,57.8,0,2,20,8.45,0.62,9999,9999,9999,5946,4.49,0
0.18,0.16,0.05,0.17,0.14,0.16,0.15,0,185.69,-39.18,-2.26,-0.78,-25.89,26,1,2,21,6.71,0.64,20.5,10.5,-16.6,5851.8,4.37,0
-0.09,-0.31,-0.15,0.01,0.03,0.01,-0.06,0.21,87.72,-52.11,-20.81,5.15,-76.68,79.62,1,2,28,5.17,0.96,28,-5.1,-2.6,4932,2.7,0
0.24,0.06,0.26,0.4,0.34,0.26,0.22,0.67,87.74,-35.77,-9.52,2.17,25.93,27.7,1,1,11,3.12,1.15,-84.3,-55.1,-22.7,4516,2.8,0
0.07,,,-0.04,-0.05,-0.03,0.03,,87.76,11.5,28.05,-5.72,-51.99,59.35,1,1,10,6.94,0.83,1.9,4.4,0.6,5264,3.81,0
-0.19,-0.2,-0.16,-0.16,-0.2,-0.16,-0.21,-0.18,284.71,30.18,-3.05,7.24,-22.51,23.84,1,2,21,6.78,0.61,-39.4,-24.3,-5,5840.4,4.39,0
-0.68,-0.33,-0.58,-0.44,-0.36,-0.5,-0.52,,87.83,-20.88,-15.3,2.07,-31.26,34.87,1,1,11,3.85,0.98,18.1,-144.4,-42.1,4630,2.52,0
-0.15,-0.04,-0.46,-0.05,-0.09,-0.1,-0.03,,284.74,-0.5,-11.23,25.07,-15.15,31.38,1,1,10,8.39,0.83,36.4,-3,5.5,5175.5,4.38,0
-0.21,-0.28,-0.34,0,-0.02,-0.1,-0.16,0.27,284.75,50.81,-48.99,105.87,70.51,136.31,1,2,28,6.34,0.98,-7.6,-19.3,-6.4,4839.8,,0
-0.01,,,-0.12,0.14,0.2,0.22,0.1,284.77,13.62,-10.42,21.04,41.5,47.68,1,3,36,5.27,0.57,28.2,-5.4,-15.2,6131.7,4,0
0.03,-0.21,-0.03,0.14,0.28,0.1,0,0.87,87.87,39.15,8.52,-0.79,70.1,70.62,1,1,11,3.95,1.13,-10.9,4,0.9,4624.9,2.25,0
-0.24,,-0.2,-0.09,-0.28,-0.2,-0.26,,165.01,-3.47,3.8,-50.56,17.35,53.59,1,2,21,7.39,0.56,1.7,-26,54,6146,4.33,0
0.23,0.13,,0.16,0.21,0.15,0.25,0.14,87.93,-30.47,37.39,-1.19,52.32,64.31,1,2,25,8.95,0.73,22.2,-37.5,31,5611,,0
-0.46,,-0.28,-0.22,-0.38,-0.39,-0.27,,185.93,-30.78,-28.37,-18.33,25.14,42.11,1,1,11,9.42,0.84,-35.9,-50.9,56.5,5051,4.63,0
0.25,0.31,0.15,0.17,0.16,0.23,0.2,,88,37.83,64.32,2.2,8.63,64.94,1,2,25,7.89,0.8,-16.8,-42.7,-13,,,0
0.2,-0.07,0.09,0.4,0.38,0.15,0.19,1,284.91,15.07,21.25,-31.64,28.36,47.51,1,1,11,4.02,1.08,-16.4,-47.4,-1.2,4738.3,2.65,0
0.05,-0.48,-0.23,0.25,0.21,0.16,0.08,0.4,186.01,51.56,-24.58,-18.77,110.01,114.27,1,2,27,4.77,0.88,7.5,4.4,-14.5,5208.7,2.44,0
0.09,0.36,0.24,0.29,0.29,0.17,0.05,0.84,62.56,17.37,3.2,-0.9,-36.92,37.06,1,1,13,9.07,1.07,-60.9,-66.1,13.8,,,0
-0.24,,-0.15,,,,,,284.94,26.23,-27.16,37.61,90.63,101.81,1,1,12,5.27,1.23,-19,-6.6,-42.2,4320,2.36,0
-0.19,,0.02,,,,,,284.99,64.05,-14.41,17.97,63.31,67.37,1,2,25,9.1,0.69,62.5,-145.2,-12,5584,4.32,0
0.33,0.18,,0.28,0.3,0.28,0.38,0.19,285,-69.94,-28.91,35.08,-49.62,67.3,0,2,25,8,0.75,9999,9999,9999,5635,4.09,1
0.13,,,0.16,0.27,0.21,0.17,,285.01,-66.65,68.2,-80.85,85.57,136.05,1,1,10,5.99,0.98,-32.8,-10.3,-2.2,5042,2.79,0
0.23,0.18,0.2,0.14,0.18,0.21,0.15,,285.05,61.42,-9.47,10.41,-85.96,87.1,1,2,25,8.35,0.59,-28.3,-10.5,9.6,6212.5,,0
-0.18,,,-0.08,-0.07,-0.09,-0.11,,88.14,-37.63,92.84,16.29,6.42,94.47,1,1,11,5.63,1.05,0.2,-37.2,-5.4,4770,2.45,0
0.24,0.23,0.07,,,,,,88.19,-42.78,24.68,5.59,66.47,71.12,1,2,28,8.05,0.76,5.9,-42.5,-62.5,,,0
-0.72,,-0.26,-0.52,-0.58,-0.56,-0.53,,186.19,38.32,-22.71,-25.19,24.19,41.66,1,2,20,8.02,0.59,-104.8,-46.4,-17.2,5727.3,4.37,0
0.16,0.22,,,,,,,285.12,-7.39,-27.83,26.52,-76.03,85.2,1,3,35,7.68,0.47,47.1,-21.2,-15.9,6489,,0
0.22,0.12,-0.07,,,,,,88.22,39.19,4.06,1.08,55.26,55.42,1,2,20,8.79,0.77,-11.9,-29.5,-0.3,,,0
0.29,,0.19,,0.24,,,,88.24,3.05,-66.78,-19.03,6.52,69.74,1,2,23,8.33,0.66,-28.7,-51.4,-14.2,6146.5,,0
-0.81,-0.67,-0.39,-0.49,-0.58,-0.56,-0.52,,285.18,19.07,-50.62,43.02,15.21,68.15,1,2,28,10.08,0.7,152.9,-125,-10.5,5439.5,4.62,0
-0.4,,-0.06,-0.07,-0.31,-0.25,-0.13,,186.25,-4.23,13.7,16.97,41.21,46.62,1,2,25,8.1,0.66,7.4,-78.3,23.8,5627.3,4.35,0
0.3,0.45,,0.16,0.28,0.07,-0.07,0.04,186.27,22.93,26.37,34.24,-58.84,73.01,1,2,25,8.59,1.1,17.7,-17.6,-20.3,5495.7,3.55,0
0.1,-0.21,-0.13,0.16,0.25,0.19,0.07,0.62,285.23,33.8,67.94,-52.18,80.67,117.67,1,1,10,6.04,0.98,-13.9,-23.6,-8.7,,,0
-0.29,-0.03,-0.12,-0.35,-0.23,-0.31,-0.42,0.01,186.27,60.7,13.75,17.96,-35.77,42.32,1,2,20,7.4,0.57,42.1,-7.6,-36.8,5825.6,4.22,0
0.56,0.48,0.41,0.68,0.58,0.55,0.57,0.65,186.29,-42.51,-3.21,-4.32,52.21,52.49,1,2,25,6.11,0.65,-13.2,-47.4,3,6259.5,4.11,0
-0.57,-0.45,-0.27,-0.27,-0.4,-0.35,-0.24,0,285.27,-66.19,32.19,-22.6,8.76,40.29,1,2,26,8.61,0.7,-126,-15.1,2.1,5456.5,4.51,1
0.15,,,0.1,0.18,0.28,0.25,0.23,285.28,-28.71,48.42,-33.82,27.78,65.27,1,2,21,8.47,0.57,-5.2,-23.9,-10.2,6116.5,,0
-0.03,-0.05,-0.06,0.02,-0.04,-0.05,-0.05,,285.28,15.68,31.59,-22,0.93,38.51,1,2,25,7.86,0.71,38.2,1.5,54.5,5572.8,4.38,0
